index,rank,crowns,troop,building,spell,common,rare,epic,legendary,elixir,conf_synergy,lift_synergy,levelSum,avgSpeed,avgSpellDuration,totalHP,totalDMG,avgAS,totalUnitsCount,abilityCount,avgRange,totalGroundT,totalAirT,totalBuildingT,totalBuffCount,totalProjectiles,winner
2715,Master,3,7,0,1,2,3,2,1,3.75,0.0,0.0,104,85.71428571428571,0.0,10980,1895,1.257142857142857,31,1,1656.25,8,3,2,1,0,True
2716,Challenger,3,7,0,1,1,2,4,1,4.375,0.0,0.0,64,66.42857142857143,6.0,8993,1734,1.5428571428571427,9,4,2362.5,8,4,2,1,0,True
2717,Challenger,3,5,0,3,3,2,3,0,4.5,0.0,0.0,104,84.0,2.0,7437,4476,1.58,11,2,2400.0,8,5,2,1,2,True
2718,Master,1,5,1,2,2,5,1,0,3.875,0.0,0.0,99,90.0,6.666666666666667,4200,1499,2.6666666666666665,15,2,3481.25,8,4,1,0,2,True
2719,Fun Deck,3,5,0,3,0,1,5,2,3.625,0.802710843373494,4.537653156435805,66,75.0,2.0,5503,2434,1.5,19,1,2668.75,8,4,0,1,2,True
2720,Master,1,7,0,1,1,3,3,1,4.375,0.0,0.0,104,72.85714285714286,0.0,14688,3169,1.6142857142857143,21,3,1925.0,8,2,2,0,1,True
2721,Master,2,5,1,2,2,4,1,1,4.0,0.0,0.0,104,69.0,13.333333333333334,10038,3064,2.966666666666667,10,2,2075.0,8,4,2,0,2,True
2722,Challenger,3,7,0,1,4,2,2,0,3.5,0.0,0.0,98,79.28571428571429,0.0,7107,2277,1.2857142857142858,15,1,3018.75,8,5,2,0,1,True
2723,Challenger,3,8,0,0,2,1,3,2,5.5,0.0,0.0,89,67.5,0.0,15452,2771,1.8125,17,4,2693.75,8,5,1,0,0,True
2724,Master,1,4,1,3,3,2,2,1,3.25,1.8057306147667593,6.415813163143576,104,86.25,7.5,7797,2814,1.1600000000000001,6,2,3112.5,8,4,0,1,2,True
2725,Champion,1,6,0,2,3,1,3,1,3.75,0.0,0.0,104,70.0,0.0,5952,2027,1.2,12,4,3400.0,8,4,1,0,2,True
2726,Master,1,5,1,2,2,3,2,1,3.25,0.0,0.0,104,96.0,12.666666666666666,6289,1581,1.2166666666666668,10,2,3093.75,8,4,1,1,1,True
2727,Master,1,5,0,3,3,1,4,0,4.0,0.0,0.0,103,75.0,0.8666666666666667,8143,2859,1.5,9,1,2962.5,8,5,0,2,1,True
2728,Challenger,1,6,0,2,3,1,3,1,3.4107142857142856,0.0,0.0,98,85.0,0.5,5219,1860,1.5999999999999999,9,1,2637.5,7,5,2,2,1,True
2729,Challenger,3,7,0,1,3,3,1,1,4.25,0.0,0.0,97,90.0,0.0,7798,2456,1.4,11,1,2618.75,8,3,1,0,1,True
2730,Challenger,1,4,1,3,3,2,1,2,3.25,1610.454233213844,33550.50701171652,79,90.0,7.5,3616,2089,1.2,8,2,3325.0,8,4,0,0,3,True
2731,Challenger,2,6,0,2,2,1,4,1,3.375,0.0,0.0,99,85.0,2.0,4897,1919,1.5333333333333334,11,2,3487.5,8,5,1,1,1,True
2732,Challenger,2,5,0,3,1,2,4,1,4.125,0.0,0.0,104,75.0,0.0,8217,2762,1.02,11,2,2343.75,7,3,2,1,3,True
2733,Challenger,2,7,0,1,1,3,3,1,4.696428571428571,0.0,0.0,85,81.42857142857143,0.0,5548,1334,1.385714285714286,21,2,2812.5,7,3,4,1,1,True
2734,Challenger,3,6,0,2,1,4,3,0,4.375,0.0,0.0,99,62.5,0.0,10395,3911,1.633333333333333,8,1,2450.0,8,4,1,0,2,True
2735,Master,1,5,1,2,2,1,3,2,3.5,73.83355314482475,1837.500472421493,102,84.0,10.366666666666667,8510,2535,1.4833333333333334,5,5,3487.5,8,5,1,2,0,True
2736,Master,1,6,0,2,3,1,1,3,3.375,0.0,0.0,103,82.5,0.0,6879,3159,1.5666666666666667,12,2,2912.5,8,4,1,0,2,True
2737,Challenger,2,7,0,1,0,4,2,2,4.25,0.0,0.0,99,75.0,0.0,11911,2385,1.3285714285714285,7,3,3200.0,8,5,1,0,1,True
2738,Challenger,2,7,0,1,3,0,5,0,3.25,0.0,0.0,80,81.42857142857143,0.0,5421,2039,1.5,26,2,1562.5,8,1,2,0,1,True
2739,Challenger,2,4,1,3,3,2,1,2,3.25,1610.454233213848,33550.50701171653,96,90.0,7.5,4520,2645,1.2,8,2,3325.0,8,4,0,0,3,True
2740,Challenger,2,5,0,3,1,0,2,5,3.875,10.243761318362914,197.93163707176782,97,72.0,2.6666666666666665,8244,1304,1.2,5,5,3368.75,8,5,0,2,2,True
2741,Master,1,5,3,0,2,4,1,1,4.375,0.0,0.0,103,66.0,36.333333333333336,13300,2823,2.525,19,1,3712.5,8,2,1,0,0,True
2742,Master,2,6,0,2,0,1,6,1,3.875,0.0,0.0,98,75.0,2.0,5322,2741,1.6500000000000001,26,3,3056.25,8,5,2,1,1,True
2743,Champion,2,6,0,2,1,1,3,3,3.375,114.21114396175264,2977.43500876279,104,70.0,0.0,6384,2537,1.25,6,5,3306.25,8,3,1,1,2,True
2744,Challenger,1,5,1,2,4,1,1,2,3.875,0.0,0.0,102,78.0,10.0,7152,3053,1.4833333333333334,8,2,2818.75,8,4,1,0,2,True
2745,Champion,1,4,1,3,3,2,2,1,2.75,2.517060367454068,19.933365827798156,104,71.25,8.525,4698,1955,2.7399999999999998,6,1,4456.25,8,4,1,2,1,True
2746,Champion,1,6,0,2,3,1,1,3,3.125,0.9006024096385542,3.199866440357272,103,77.5,0.0,6981,3144,1.3833333333333335,8,3,3075.0,8,4,1,0,2,True
2747,Challenger,3,5,1,2,0,2,3,3,4.125,1.6776729559748427,8.331406683224282,94,72.0,11.333333333333334,8679,2087,1.5166666666666668,6,4,4150.0,8,6,1,1,1,True
2748,Master,1,5,1,2,3,4,0,1,2.625,2701.197455845097,105534.85613644471,100,87.0,10.0,5576,2135,1.2333333333333332,7,2,2806.25,8,4,2,0,2,True
2749,Master,1,4,1,3,4,2,2,0,3.125,30.776295485382352,508.036556499924,104,90.0,11.5,5053,3572,3.16,8,2,2000.0,8,5,1,1,2,True
2750,Challenger,2,5,0,3,2,1,4,1,3.75,0.0,0.0,88,78.0,0.3333333333333333,7098,1414,1.52,23,2,2012.5,8,4,1,1,2,True
2751,Challenger,2,5,0,3,0,1,5,2,4.410714285714286,0.0,0.0,86,60.0,0.3333333333333333,6397,1089,1.3199999999999998,5,4,2925.0,7,4,2,2,2,True
2752,Challenger,2,5,0,3,2,4,2,0,3.75,0.0,0.0,88,63.0,0.0,7249,2382,1.44,5,1,3062.5,8,4,1,1,2,True
2753,Challenger,2,4,1,3,0,1,6,1,4.25,15.351492545422628,197.16468622464194,68,63.75,5.65,6679,567,3.3200000000000003,4,3,3800.0,8,4,1,1,2,True
2754,Champion,3,3,1,4,1,1,4,2,3.625,10.520374011520419,106.31932128623848,104,70.0,11.82,5458,546,3.5999999999999996,3,1,3525.0,8,5,0,2,1,True
2755,Challenger,3,6,0,2,1,3,2,2,4.0,1.6903774111144214,8.281238321752623,95,80.0,0.0,7398,1800,1.2666666666666668,13,4,2381.25,8,3,2,0,2,True
2756,Master,1,5,0,3,1,3,3,1,4.125,0.8501529051987767,11.208344168737993,104,69.0,0.3666666666666667,9989,4213,1.7200000000000002,5,3,2450.0,8,5,1,2,1,True
2757,Master,1,4,1,3,2,0,4,2,3.5,0.0,0.0,104,67.5,9.5,6444,2179,2.3600000000000003,4,3,4112.5,8,3,0,1,2,True
2758,Master,2,4,1,3,4,3,1,0,3.625,0.0,0.0,104,78.75,12.25,6955,2672,2.4799999999999995,20,0,2112.5,8,4,1,1,2,True
2759,Master,2,6,0,2,1,0,5,2,4.125,0.0,0.0,104,75.0,4.55,10542,1706,1.2,10,4,2587.5,8,4,0,2,0,True
2760,Challenger,3,6,0,2,5,1,1,1,3.375,57.622451178323345,1116.61968078355,81,80.0,0.0,3051,2290,1.7333333333333334,16,1,3318.75,8,3,1,0,2,True
2761,Master,1,6,0,2,3,2,2,1,3.0,0.0,0.0,104,95.0,0.0,5816,2157,1.5,12,1,2675.0,8,4,1,1,1,True
2762,Master,1,5,1,2,2,3,2,1,3.375,0.0,0.0,98,84.0,12.0,10613,2506,1.4333333333333336,5,0,2737.5,8,3,1,1,1,True
2763,Master,1,6,0,2,4,3,0,1,3.125,0.0,0.0,104,90.0,0.0,6749,2193,1.2166666666666668,12,1,2837.5,8,6,1,1,1,True
2764,Master,1,5,1,2,4,2,2,0,3.125,0.0,0.0,104,90.0,10.0,5703,1680,1.7333333333333332,17,0,4006.25,8,3,1,0,2,True
2765,Challenger,2,6,0,2,4,3,1,0,4.0,0.0,0.0,102,85.0,0.0,5471,2495,1.0999999999999999,26,0,2375.0,8,5,0,0,2,True
2766,Master,1,5,1,2,3,4,0,1,3.125,0.0,0.0,102,63.0,13.333333333333334,10281,1885,2.733333333333333,5,2,1968.75,8,4,1,2,1,True
2767,Challenger,2,5,0,3,2,2,3,1,3.75,0.8793969849246231,4.332004851845434,103,66.0,0.5,6807,1784,1.22,7,2,3275.0,8,4,0,0,3,True
2768,Challenger,1,4,2,2,5,1,1,1,3.0,49.290869028437406,652.829160866705,104,82.5,15.0,6074,2063,0.85,7,1,4075.0,8,4,0,0,2,True
2769,Challenger,1,4,1,3,1,4,1,2,3.5,34.35438650207086,351.124199795059,93,75.0,7.5,4992,1804,1.42,8,1,3825.0,8,4,0,0,3,True
2770,Challenger,3,6,1,1,2,3,2,1,4.125,0.0,0.0,99,75.0,28.5,9469,1516,2.1285714285714286,11,2,1925.0,8,3,1,1,0,True
2771,Champion,2,5,0,3,0,1,5,2,4.25,110.5846206392346,1574.0715060686928,104,75.0,0.8666666666666667,11218,1616,1.5799999999999998,5,3,2768.75,8,5,1,1,2,True
2772,Master,1,7,0,1,2,3,1,2,4.125,0.0,0.0,104,81.42857142857143,0.0,13253,2498,1.457142857142857,11,3,2325.0,8,4,1,0,1,True
2773,Challenger,1,6,0,2,2,2,2,2,4.5,0.0,0.0,95,55.0,1.5,9932,3259,2.15,6,3,4031.25,8,5,1,2,0,True
2774,Challenger,1,6,0,2,3,0,2,3,3.75,0.0,0.0,90,75.0,0.0,7379,1430,1.3333333333333333,12,4,2475.0,8,5,0,1,1,True
2775,Challenger,3,6,0,2,3,1,1,3,4.125,0.0,0.0,89,75.0,3.0,9150,1586,1.4166666666666667,7,3,2981.25,8,4,0,1,1,True
2776,Challenger,2,8,0,0,2,1,3,2,4.0,0.0,0.0,96,80.625,0.0,13205,1961,1.8,23,2,2231.25,8,4,1,0,0,True
2777,Challenger,1,6,1,1,3,1,1,3,3.625,0.0,0.0,103,70.0,24.5,10272,1673,2.3428571428571425,11,2,3137.5,8,2,1,0,1,True
2778,Master,1,5,0,3,2,2,2,2,3.75,41.1328710776299,389.87064580671154,104,84.0,0.0,5504,3281,1.5400000000000003,10,3,3225.0,8,3,0,0,3,True
2779,Master,1,5,0,3,2,4,1,1,3.75,0.0,0.0,103,78.0,0.0,9835,2865,1.4600000000000002,9,1,2112.5,8,4,0,1,2,True
2780,Challenger,1,4,1,3,1,4,2,1,4.410714285714286,0.0,0.0,103,75.0,7.5,12254,1652,1.3199999999999998,4,1,2337.5,7,3,2,2,2,True
2781,Challenger,3,6,0,2,3,2,2,1,4.25,1.6435452793834293,16.00016680870492,104,82.5,5.55,8896,1297,1.5999999999999999,13,0,3450.0,8,6,2,1,0,True
2782,Challenger,1,6,0,2,3,2,2,1,3.75,0.0,0.0,95,80.0,0.0,7875,1551,1.6499999999999997,24,1,2637.5,8,4,0,0,2,True
2783,Challenger,3,5,1,2,3,2,1,2,4.125,0.8375576036866359,5.251144850699911,101,69.0,16.833333333333332,7678,1329,2.433333333333333,9,2,3687.5,8,5,1,1,1,True
2784,Master,2,6,0,2,2,2,2,2,3.75,0.0,0.0,103,72.5,0.0,9706,2518,1.383333333333333,20,2,3112.5,8,3,2,0,2,True
2785,Master,1,6,0,2,1,1,4,2,4.25,9.51292878409282,158.15005861688113,102,67.5,4.0,11433,1898,1.6500000000000001,6,4,2993.75,8,6,1,2,0,True
2786,Master,1,5,1,2,3,0,3,2,4.125,0.0,0.0,104,81.0,10.5,10592,2408,1.2166666666666666,9,2,2837.5,8,4,0,0,2,True
2787,Challenger,3,7,0,1,2,3,2,1,4.5,0.0,0.0,100,66.42857142857143,0.0,11618,2209,1.4000000000000001,11,3,3043.75,8,5,1,0,1,True
2788,Master,1,7,0,1,4,3,0,1,3.625,0.0,0.0,104,85.71428571428571,0.0,10015,2700,1.885714285714286,13,2,2687.5,8,4,1,1,0,True
2789,Challenger,1,4,0,4,2,2,4,0,5.125,2.501416430594901,16.2641639360456,95,75.0,1.0,6385,2934,1.325,10,1,1950.0,7,4,1,2,3,True
2790,Challenger,1,5,1,2,2,2,2,2,2.75,6.948535681018516,36.28623598455082,97,84.0,10.0,4740,1063,1.3,13,2,3618.75,8,2,1,0,2,True
2791,Challenger,3,8,0,0,3,2,3,0,4.625,0.0,0.0,104,69.375,0.0,11584,2835,1.5625,31,1,2262.5,8,3,2,0,0,True
2792,Challenger,2,4,1,3,4,2,2,0,4.5,0.0,0.0,101,71.25,7.5,8580,2165,1.32,10,1,3287.5,8,4,1,0,3,True
2793,Challenger,3,6,0,2,1,5,2,0,4.125,0.0,0.0,104,77.5,0.0,10464,2406,1.3333333333333333,25,0,1850.0,8,3,2,0,2,True
2794,Master,2,5,1,2,3,4,0,1,2.625,2701.197455845094,105534.85613644468,103,87.0,10.0,5812,2152,1.2333333333333334,7,2,2806.25,8,4,2,0,2,True
2795,Master,1,6,0,2,2,3,2,1,3.375,0.0,0.0,104,95.0,0.75,7604,2663,1.3333333333333333,7,1,2162.5,8,4,2,1,1,True
2796,Challenger,3,6,1,1,2,4,2,0,4.125,0.0,0.0,104,77.5,20.0,10680,2777,2.6714285714285713,10,1,2312.5,8,3,1,0,1,True
2797,Champion,1,3,1,4,1,1,4,2,3.875,10.52037401152042,106.31932128623849,104,70.0,13.819999999999999,5894,546,3.6,3,1,3525.0,8,5,0,2,1,True
2798,Challenger,1,4,1,3,3,3,2,0,3.5,3.4138440725523598,29.984832154971954,91,82.5,7.5,6075,1327,1.1199999999999999,6,0,2887.5,8,4,1,1,2,True
2799,Master,1,7,0,1,2,4,1,1,3.375,1.654793034470217,5.879527569622374,104,90.0,0.0,8204,2509,1.3285714285714285,21,2,2350.0,8,4,1,1,0,True
2800,Master,2,6,1,1,3,3,0,2,4.125,0.0,0.0,104,72.5,10.0,10427,1454,2.642857142857143,11,3,3187.5,8,5,1,0,1,True
2801,Master,2,6,0,2,3,3,0,2,3.75,0.0,0.0,102,95.0,0.0,9292,2599,1.4666666666666668,14,1,2237.5,8,3,1,0,2,True
2802,Challenger,1,5,1,2,2,4,0,2,3.875,0.0,0.0,98,78.0,10.0,6172,2215,1.2666666666666668,5,3,4650.0,8,7,0,0,2,True
2803,Challenger,3,6,0,2,1,1,4,2,4.75,0.0,0.0,66,62.5,0.5,6582,3332,1.8833333333333335,24,4,1950.0,8,3,2,1,1,True
2804,Challenger,2,5,0,3,2,4,2,0,3.875,0.0,0.0,101,84.0,0.0,3925,1981,1.42,26,1,2612.5,8,5,1,0,3,True
2805,Fun Deck,2,5,0,3,3,1,4,0,2.875,0.0,0.0,54,84.0,0.0,2842,607,1.28,11,1,2612.5,8,4,0,1,2,True
2806,Master,3,5,1,2,3,2,2,1,4.0,0.0,0.0,104,78.0,10.5,8322,1722,1.1666666666666667,19,1,2762.5,8,4,0,0,2,True
2807,Challenger,1,6,0,2,3,0,2,3,3.875,0.0,0.0,99,70.0,0.0,8690,3733,1.9166666666666667,10,2,3787.5,8,4,0,0,2,True
2808,Challenger,1,6,0,2,1,1,3,3,4.0,327.08690533751377,7527.811555432057,68,62.5,4.0,6076,1762,1.3499999999999999,6,5,3056.25,8,5,1,2,0,True
2809,Master,3,6,0,2,1,2,2,3,4.125,0.9481981981981982,12.500965038868795,102,55.0,4.0,9916,4207,2.033333333333333,10,3,2687.5,8,3,1,1,1,True
2810,Master,1,6,0,2,2,4,2,0,3.625,0.0,0.0,104,90.0,0.5,10831,2672,1.6666666666666667,6,2,2700.0,8,4,2,2,0,True
2811,Champion,1,4,1,3,3,2,1,2,3.5,560.2895180648196,11728.729149667666,104,82.5,7.5,5049,3171,1.7399999999999998,8,1,3762.5,8,4,0,0,3,True
2812,Challenger,3,8,0,0,3,4,0,1,3.625,0.8367346938775511,5.245985541552044,104,78.75,0.0,9217,2268,1.45,13,2,2925.0,8,5,1,0,0,True
2813,Challenger,2,6,1,1,5,1,1,1,4.982142857142857,0.0,0.0,93,87.5,20.0,10473,1359,2.6571428571428575,18,1,1812.5,7,2,2,1,1,True
2814,Challenger,1,5,0,3,3,1,3,1,3.125,0.0,0.0,91,78.0,2.0,4554,2478,1.52,23,2,2500.0,8,5,1,2,1,True
2815,Challenger,2,6,0,2,1,5,1,1,4.5,0.0,0.0,101,70.0,0.0,7499,4668,1.3499999999999999,10,2,2368.75,8,4,0,0,2,True
2816,Master,1,6,0,2,1,2,4,1,4.0,5.2887529599169945,64.92817877836329,104,67.5,4.0,12175,2023,1.5999999999999999,8,2,2031.25,8,5,1,2,0,True
2817,Master,1,6,0,2,0,5,3,0,3.875,0.0,0.0,104,77.5,0.0,6112,2741,1.4333333333333333,11,3,2837.5,8,5,2,0,2,True
2818,Master,2,5,1,2,3,2,1,2,3.25,0.0,0.0,104,75.0,10.0,9351,2383,1.6500000000000001,10,3,2056.25,8,4,2,1,2,True
2819,Challenger,3,7,0,1,1,2,3,2,4.375,1.6452513966480447,11.759474276410074,102,62.142857142857146,8.0,11440,1971,1.3142857142857145,9,5,2800.0,8,4,1,1,0,True
2820,Challenger,3,6,1,1,3,3,1,1,4.0,0.0,0.0,94,65.0,24.5,10703,1592,2.3142857142857145,6,2,2775.0,8,3,0,0,1,True
2821,Challenger,3,7,0,1,0,2,4,2,4.0,0.0,0.0,72,64.28571428571429,0.0,5797,1816,1.4,7,3,3550.0,8,5,0,0,1,True
2822,Challenger,3,6,0,2,3,2,3,0,4.0,0.0,0.0,103,62.5,3.0,10259,2645,1.7666666666666666,10,1,3062.5,8,4,2,1,1,True
2823,Challenger,1,4,0,4,2,3,3,0,3.875,14.721493917795673,288.8046283527501,104,71.25,1.5,7151,3396,1.175,23,0,1937.5,8,4,1,1,3,True
2824,Master,2,5,0,3,3,2,3,0,3.5535714285714284,2.619047619047619,25.26304108393816,104,90.0,0.0,4792,2029,1.1,9,0,2150.0,7,4,1,1,3,True
2825,Challenger,1,6,0,2,4,2,1,1,4.0,0.0,0.0,98,72.5,0.0,7980,2115,1.5166666666666666,12,1,3193.75,8,7,1,0,2,True
2826,Champion,1,4,1,3,4,3,0,1,2.75,5.307826127880639,22.767230703763133,104,82.5,8.25,6162,1436,1.3199999999999998,7,0,2925.0,8,2,1,2,2,True
2827,Challenger,2,6,1,1,0,3,2,3,4.5,0.0,0.0,82,60.0,20.0,9781,1415,2.8714285714285706,6,4,3375.0,8,3,0,0,1,True
2828,Challenger,2,7,0,1,2,3,2,1,4.25,0.0,0.0,104,79.28571428571429,0.0,10385,1940,1.3142857142857145,26,2,2887.5,8,5,2,0,1,True
2829,Master,3,5,1,2,1,3,3,1,4.125,0.0,0.0,104,96.0,18.0,9990,1621,2.2333333333333334,9,2,1787.5,8,3,2,2,0,True
2830,Challenger,1,6,0,2,1,1,3,3,4.0,0.0,0.0,103,80.0,0.0,9296,2835,1.5,20,4,3150.0,8,4,1,0,2,True
2831,Master,1,6,0,2,2,1,2,3,4.375,11.449404738242619,141.50796762124764,103,72.5,0.75,10098,1705,1.5999999999999999,10,4,2806.25,8,6,1,0,2,True
2832,Challenger,2,6,1,1,2,3,3,0,4.375,0.0,0.0,104,62.5,18.0,13220,1503,1.3,9,1,3818.75,8,7,1,1,0,True
2833,Challenger,2,7,0,1,2,0,4,2,4.25,4.173306772908367,50.41464714635246,73,85.71428571428571,8.0,7518,1119,1.2428571428571427,30,3,1643.75,8,3,0,1,0,True
2834,Master,1,4,1,3,2,3,2,1,3.375,106.20064431907993,1896.2546034208478,104,90.0,12.25,4112,2543,2.5999999999999996,8,2,3212.5,8,3,0,0,3,True
2835,Challenger,1,8,0,0,3,3,1,1,4.25,0.0,0.0,72,78.75,0.0,9961,1752,1.5499999999999998,12,2,2612.5,8,3,1,0,0,True
2836,Challenger,3,5,1,2,1,2,3,2,3.5,0.0,0.0,94,90.0,16.333333333333332,7393,1412,2.0833333333333335,19,2,1937.5,8,2,1,0,2,True
2837,Champion,2,5,0,3,3,2,3,0,3.375,0.0,0.0,104,75.0,2.0,9011,2115,1.3800000000000001,9,2,2675.0,8,5,1,2,1,True
2838,Challenger,1,6,1,1,1,3,1,3,4.375,0.0,0.0,100,67.5,15.0,10164,3130,1.5857142857142856,6,3,3987.5,8,5,0,0,1,True
2839,Fun Deck,3,6,1,1,1,1,5,1,3.75,0.0,0.0,57,75.0,15.0,4173,1108,1.3,22,3,2887.5,8,4,1,0,1,True
2840,Master,1,5,1,2,3,2,1,2,2.75,0.8306878306878306,4.926974084743954,103,102.0,10.0,5636,2306,1.3666666666666665,12,1,2687.5,8,3,1,0,2,True
2841,Challenger,3,7,0,1,6,2,0,0,3.75,0.0,0.0,104,79.28571428571429,0.0,7511,2723,1.4714285714285715,13,0,3612.5,8,6,1,1,0,True
2842,Challenger,3,7,0,1,1,2,5,0,3.875,1.6497308488612836,23.550761582602192,104,75.0,6.0,13266,2621,1.8285714285714287,23,2,2206.25,8,5,2,1,0,True
2843,Challenger,1,7,0,1,0,2,3,3,3.75,0.0,0.0,77,72.85714285714286,0.0,6406,1577,1.2714285714285716,21,3,2993.75,8,3,0,0,1,True
2844,Challenger,1,5,1,2,3,2,3,0,4.0,0.0,0.0,94,69.0,11.333333333333334,8033,1777,1.616666666666667,7,0,3662.5,8,4,1,1,1,True
2845,Master,3,5,1,2,5,2,0,1,3.25,0.0,0.0,104,108.0,10.0,6535,2067,2.033333333333333,16,0,3275.0,8,3,1,0,2,True
2846,Challenger,2,6,1,1,2,2,3,1,4.625,0.8274509803921569,2.93995729398528,100,72.5,15.0,13858,3133,1.4142857142857144,8,2,2656.25,8,6,1,0,1,True
2847,Master,2,5,1,2,1,2,2,3,4.625,0.0,0.0,101,63.0,10.0,11246,2717,1.7666666666666668,5,4,3675.0,8,4,0,0,2,True
2848,Challenger,2,6,1,1,1,4,2,1,4.25,0.0,0.0,95,67.5,28.5,11637,1717,2.4857142857142853,6,2,2712.5,8,4,1,1,0,True
2849,Challenger,1,7,0,1,2,2,1,3,4.625,0.0,0.0,97,62.142857142857146,0.0,10770,3814,2.1142857142857143,12,3,3937.5,8,5,0,0,1,True
2850,Challenger,1,4,1,3,1,3,1,3,3.875,0.0,0.0,103,75.0,12.25,8654,2171,2.46,6,2,2175.0,8,3,0,0,3,True
2851,Challenger,1,6,0,2,2,1,4,1,3.6964285714285716,0.0,0.0,96,90.0,0.5,7994,1579,1.05,6,3,1862.5,7,3,3,2,1,True
2852,Master,3,6,0,2,4,3,0,1,3.5,0.0,0.0,103,82.5,0.0,7820,2008,1.2333333333333334,12,1,3337.5,8,4,1,1,1,True
2853,Challenger,3,7,0,1,3,2,3,0,4.5,0.0,0.0,101,85.71428571428571,6.0,8078,2650,1.5,20,2,2031.25,8,3,2,1,0,True
2854,Challenger,3,6,0,2,3,3,0,2,3.75,0.0,0.0,93,75.0,0.0,5046,3038,1.5333333333333332,12,2,2700.0,8,4,0,0,2,True
2855,Fun Deck,3,6,0,2,2,2,3,1,3.5,0.0,0.0,61,80.0,0.5,3609,1645,1.5,26,1,2037.5,8,3,2,1,1,True
2856,Challenger,1,5,1,2,2,5,0,1,3.75,0.0,0.0,104,57.0,10.0,11423,2132,1.2833333333333332,5,0,3850.0,8,4,1,1,1,True
2857,Challenger,1,6,1,1,2,3,1,2,4.5,0.0,0.0,103,65.0,18.0,15815,3293,1.757142857142857,10,2,3137.5,8,3,1,1,0,True
2858,Master,1,5,1,2,3,4,0,1,3.875,0.0,0.0,104,96.0,16.333333333333332,9306,2354,2.35,13,1,1775.0,8,4,1,1,1,True
2859,Challenger,1,5,0,3,0,1,5,2,4.25,110.58462063923459,1574.071506068693,88,75.0,0.8666666666666667,9298,1339,1.58,5,3,2768.75,8,5,1,1,2,True
2860,Challenger,1,5,0,3,3,1,4,0,3.25,0.0,0.0,103,81.0,2.0,6395,1066,1.1400000000000001,25,1,2287.5,8,4,1,2,1,True
2861,Master,1,5,1,2,1,4,3,0,4.5,2.501416430594901,16.2641639360456,104,75.0,13.333333333333334,8627,2853,2.733333333333333,24,0,1975.0,8,4,1,0,2,True
2862,Master,1,6,0,2,0,5,2,1,3.875,0.0,0.0,104,80.0,2.0,9226,2860,1.4666666666666668,6,0,3087.5,8,4,1,1,1,True
2863,Challenger,2,5,1,2,2,1,4,1,4.0,0.0,0.0,102,78.0,12.0,10154,2030,1.4166666666666667,23,3,2937.5,8,5,1,1,1,True
2864,Master,3,7,0,1,5,1,1,1,3.5,0.8075880758807588,4.565223718941541,104,87.85714285714286,0.0,11138,2005,1.4142857142857141,13,1,2037.5,8,3,2,1,0,True
2865,Fun Deck,1,7,1,0,0,2,6,0,4.875,0.0,0.0,60,66.42857142857143,30.0,8890,1568,1.25,21,2,3812.5,8,3,0,0,0,True
2866,Challenger,1,7,0,1,2,1,4,1,3.875,0.0,0.0,90,70.71428571428571,0.0,8820,2094,1.4000000000000001,27,2,2656.25,8,3,2,0,1,True
2867,Challenger,1,6,1,1,4,2,1,1,3.0,0.0,0.0,93,105.0,15.0,7580,1968,1.2857142857142858,15,1,1675.0,8,3,2,1,0,True
2868,Challenger,2,5,1,2,3,4,0,1,2.625,2701.1974558450966,105534.8561364446,97,87.0,10.0,5296,1997,1.2333333333333334,7,2,2806.25,8,4,2,0,2,True
2869,Master,3,5,0,3,2,2,4,0,4.125,0.0,0.0,103,78.0,2.0,6467,4661,1.6199999999999999,24,2,1950.0,8,4,1,1,2,True
2870,Challenger,2,7,0,1,0,2,3,3,4.875,0.0,0.0,72,66.42857142857143,0.0,11995,1911,1.542857142857143,7,5,2912.5,8,3,1,0,1,True
2871,Challenger,1,5,0,3,2,1,3,2,3.75,16.79132702600626,491.38310138279945,94,81.0,0.5,6952,2416,1.26,19,1,2600.0,8,4,0,1,2,True
2872,Challenger,3,6,0,2,0,1,4,3,3.75,0.0,0.0,71,70.0,2.0,2763,1125,1.4333333333333333,8,4,4481.25,8,5,0,1,1,True
2873,Challenger,1,7,0,1,2,1,2,3,2.875,0.8793969849246231,4.332004851845434,78,75.0,0.0,4567,1613,1.4142857142857146,10,2,2668.75,8,1,1,0,1,True
2874,Challenger,1,7,0,1,2,2,1,3,4.125,0.0,0.0,86,72.85714285714286,0.0,8908,1355,1.5142857142857142,10,3,2587.5,8,4,0,0,1,True
2875,Challenger,3,5,0,3,1,0,5,2,4.125,0.0,0.0,65,72.0,0.3333333333333333,5430,1203,1.7399999999999998,8,3,2175.0,7,3,3,2,2,True
2876,Challenger,1,6,1,1,0,1,1,6,3.625,3.4159542059748427,19.947460271279933,71,80.0,15.0,4491,1260,1.1999999999999997,20,5,3981.25,8,4,0,0,1,True
2877,Master,2,7,0,1,3,2,2,1,4.375,0.0,0.0,103,70.71428571428571,0.0,13000,1853,1.385714285714286,25,2,3012.5,8,4,1,0,1,True
2878,Challenger,2,6,0,2,3,1,2,2,4.125,2.6258064516129034,43.490249190971966,99,67.5,0.75,8585,1692,1.5499999999999998,10,3,2875.0,8,5,1,1,1,True
2879,Challenger,2,7,0,1,0,0,3,5,4.0,0.0,0.0,67,70.71428571428571,0.0,6793,1712,1.7571428571428573,21,6,2950.0,8,2,2,0,1,True
